"response_id","transport_method"
"GEN24_1030325","Plane (within New Zealand)"
"GEN24_1030325","Rental car"
"GEN24_1030327","Local bus service"
"GEN24_1030332","Bicycle"
"GEN24_1030332","Car or van owned by you / family / friend(s) / company"
"GEN24_1030332","Local bus service"
"GEN24_1030332","Rental car"
"GEN24_1030332","The ferry between the North Island and the South Island"
"GEN24_1030337","App-based services such as Uber, Ola, etc"
"GEN24_1030337","Car or van owned by you / family / friend(s) / company"
"GEN24_1030358","Car or van owned by you / family / friend(s) / company"
"GEN24_1030358","Rental car"
"GEN24_1030380","App-based services such as Uber, Ola, etc"
"GEN24_1030380","Car or van owned by you / family / friend(s) / company"
"GEN24_1030388","Rental car"
"GEN24_1030388","Taxi / shuttle service"
"GEN24_1030389","Car or van owned by you / family / friend(s) / company"
"GEN24_1030389","Plane (within New Zealand)"
"GEN24_1030389","Rental car"
"GEN24_1030389","Taxi / shuttle service"
"GEN24_1030389","Tour bus"
"GEN24_1030391","App-based services such as Uber, Ola, etc"
"GEN24_1030391","Bus service between towns / cities"
"GEN24_1030391","Limousine / car with driver included"
"GEN24_1030396","Car or van owned by you / family / friend(s) / company"
"GEN24_1030396","Taxi / shuttle service"
"GEN24_1030399","Bicycle"
"GEN24_1030399","Bus service between towns / cities"
"GEN24_1030399","Car or van owned by you / family / friend(s) / company"
"GEN24_1030399","Hitch-hiking"
"GEN24_1030399","Local bus service"
"GEN24_1030399","Other bus service"
"GEN24_1030399","Other ferry"
"GEN24_1030399","The ferry between the North Island and the South Island"
"GEN24_1030400","Rental car"
"GEN24_1030407","App-based services such as Uber, Ola, etc"
"GEN24_1030407","Plane (within New Zealand)"
"GEN24_1030407","Rental car"
"GEN24_1030407","The ferry between the North Island and the South Island"
"GEN24_1030407","Tour bus"
"GEN24_1030411","Car or van owned by you / family / friend(s) / company"
"GEN24_1030411","Local bus service"
"GEN24_1030411","Other ferry"
"GEN24_1030411","Train"
"GEN24_1030414","Bus service between towns / cities"
"GEN24_1030414","Local bus service"
"GEN24_1030414","Other bus service"
"GEN24_1030419","Rental car"
"GEN24_1030441","Campervan / motor-home owned by you / family / friend(s)"
"GEN24_1030441","Plane (within New Zealand)"
"GEN24_1030441","Rental car"
"GEN24_1030441","Taxi / shuttle service"
"GEN24_1030441","The ferry between the North Island and the South Island"
"GEN24_1030444","Car or van owned by you / family / friend(s) / company"
"GEN24_1030444","Limousine / car with driver included"
"GEN24_1030444","Scenic trains"
"GEN24_1030446","App-based services such as Uber, Ola, etc"
"GEN24_1030446","Local bus service"
"GEN24_1030446","Other ferry"
"GEN24_1030446","Rental campervan / motor-home"
"GEN24_1030446","Taxi / shuttle service"
"GEN24_1030453","Car or van owned by you / family / friend(s) / company"
"GEN24_1030453","Rental car"
"GEN24_1030468","App-based services such as Uber, Ola, etc"
"GEN24_1030469","App-based services such as Uber, Ola, etc"
"GEN24_1030469","Local bus service"
"GEN24_1030471","Rental car"
"GEN24_1030474","Car or van owned by you / family / friend(s) / company"
"GEN24_1030474","Taxi / shuttle service"
"GEN24_1030474","Train"
"GEN24_1030477","Car or van owned by you / family / friend(s) / company"
"GEN24_1030480","App-based services such as Uber, Ola, etc"
"GEN24_1030480","Local bus service"
"GEN24_1030480","Plane (within New Zealand)"
"GEN24_1030480","Rental car"
"GEN24_1030480","Taxi / shuttle service"
"GEN24_1030481","Car or van owned by you / family / friend(s) / company"
"GEN24_1030483","App-based services such as Uber, Ola, etc"
"GEN24_1030483","Local bus service"
"GEN24_1030483","Other ferry"
"GEN24_1030483","Rental car"
"GEN24_1030484","Helicopter"
"GEN24_1030484","Limousine / car with driver included"
"GEN24_1030484","Plane (within New Zealand)"
"GEN24_1030484","Rental car"
"GEN24_1030485","App-based services such as Uber, Ola, etc"
"GEN24_1030485","Local bus service"
"GEN24_1030485","Plane (within New Zealand)"
"GEN24_1030485","Taxi / shuttle service"
"GEN24_1030486","App-based services such as Uber, Ola, etc"
"GEN24_1030486","Plane (within New Zealand)"
"GEN24_1030486","Rental car"
"GEN24_1030489","App-based services such as Uber, Ola, etc"
"GEN24_1030489","Local bus service"
"GEN24_1030489","Other boat or ship"
"GEN24_1030489","Plane (within New Zealand)"
"GEN24_1030489","Rental car"
"GEN24_1030489","Taxi / shuttle service"
"GEN24_1030489","The ferry between the North Island and the South Island"
"GEN24_1030492","Rental car"
"GEN24_1030497","Rental car"
"GEN24_1030497","Taxi / shuttle service"
"GEN24_1030502","Car or van owned by you / family / friend(s) / company"
"GEN24_1030502","Other boat or ship"
"GEN24_1030502","Plane (within New Zealand)"
"GEN24_1030502","Tour bus"
"GEN24_1030525","Other ferry"
"GEN24_1030525","Rental car"
"GEN24_1030525","Taxi / shuttle service"
"GEN24_1030530","Plane (within New Zealand)"
"GEN24_1030530","Rental car"
"GEN24_1030534","Car or van owned by you / family / friend(s) / company"
"GEN24_1030534","Limousine / car with driver included"
"GEN24_1030539","Taxi / shuttle service"
"GEN24_1030542","Limousine / car with driver included"
"GEN24_1030542","Scenic trains"
"GEN24_1030546","Not sure"
"GEN24_1030551","Taxi / shuttle service"
"GEN24_1030554","Rental car"
"GEN24_1030557","Train"
"GEN24_1030563","App-based services such as Uber, Ola, etc"
"GEN24_1030563","Car or van owned by you / family / friend(s) / company"
"GEN24_1030565","Helicopter"
"GEN24_1030565","Rental car"
"GEN24_1030565","Taxi / shuttle service"
"GEN24_1030567","Car or van owned by you / family / friend(s) / company"
"GEN24_1030569","Limousine / car with driver included"
"GEN24_1030569","Taxi / shuttle service"
"GEN24_1030571","Car or van owned by you / family / friend(s) / company"
"GEN24_1030571","Rental campervan / motor-home"
"GEN24_1030571","Taxi / shuttle service"
"GEN24_1030573","Helicopter"
"GEN24_1030573","Other type of transport"
"GEN24_1030573","Taxi / shuttle service"
"GEN24_1030579","App-based services such as Uber, Ola, etc"
"GEN24_1030579","Plane (within New Zealand)"
"GEN24_1030579","Tour bus"
"GEN24_1030580","Rental car"
"GEN24_1030585","App-based services such as Uber, Ola, etc"
"GEN24_1030585","Other bus service"
"GEN24_1030585","Other ferry"
"GEN24_1030585","Taxi / shuttle service"
"GEN24_1030586","App-based services such as Uber, Ola, etc"
"GEN24_1030586","Plane (within New Zealand)"
"GEN24_1030586","Rental car"
"GEN24_1030588","Helicopter"
"GEN24_1030588","Rental car"
"GEN24_1030592","Car or van owned by you / family / friend(s) / company"
"GEN24_1030592","Taxi / shuttle service"
"GEN24_1030602","Rental car"
"GEN24_1030616","Car or van owned by you / family / friend(s) / company"
"GEN24_1030620","Other bus service"
"GEN24_1030620","Rental car"
"GEN24_1030623","Bus service between towns / cities"
"GEN24_1030624","Car or van owned by you / family / friend(s) / company"
"GEN24_1030624","Taxi / shuttle service"
"GEN24_1030630","Car or van owned by you / family / friend(s) / company"
"GEN24_1030630","Local bus service"
"GEN24_1030630","Rental car"
"GEN24_1030630","Taxi / shuttle service"
"GEN24_1030633","Rental car"
"GEN24_1030636","Car or van owned by you / family / friend(s) / company"
"GEN24_1030636","Rental car"
"GEN24_1030636","Taxi / shuttle service"
"GEN24_1030638","App-based services such as Uber, Ola, etc"
"GEN24_1030638","Local bus service"
"GEN24_1030638","Other ferry"
"GEN24_1030638","Plane (within New Zealand)"
"GEN24_1030638","Taxi / shuttle service"
"GEN24_1030638","Tour bus"
"GEN24_1030639","Helicopter"
"GEN24_1030639","Rental campervan / motor-home"
"GEN24_1030639","Taxi / shuttle service"
"GEN24_1030642","App-based services such as Uber, Ola, etc"
"GEN24_1030642","Car or van owned by you / family / friend(s) / company"
"GEN24_1030642","Taxi / shuttle service"
"GEN24_1030645","Rental car"
"GEN24_1030645","Tour bus"
"GEN24_1030646","Other type of transport"
"GEN24_1030647","Rental car"
"GEN24_1030648","Rental car"
"GEN24_1030651","Car or van owned by you / family / friend(s) / company"
"GEN24_1030651","Rental car"
"GEN24_1030651","Taxi / shuttle service"
"GEN24_1030651","The ferry between the North Island and the South Island"
"GEN24_1030655","Other type of transport"
"GEN24_1030657","App-based services such as Uber, Ola, etc"
"GEN24_1030657","Car or van owned by you / family / friend(s) / company"
"GEN24_1030657","Plane (within New Zealand)"
"GEN24_1030658","Plane (within New Zealand)"
"GEN24_1030658","Rental campervan / motor-home"
"GEN24_1030658","Rental car"
"GEN24_1030658","Taxi / shuttle service"
"GEN24_1030658","Tour bus"
"GEN24_1030661","Car or van owned by you / family / friend(s) / company"
"GEN24_1030694","Local bus service"
"GEN24_1030694","Other boat or ship"
"GEN24_1030694","Plane (within New Zealand)"
"GEN24_1030694","Rental car"
"GEN24_1030694","Taxi / shuttle service"
"GEN24_1030695","Local bus service"
"GEN24_1030695","Other bus service"
"GEN24_1030697","App-based services such as Uber, Ola, etc"
"GEN24_1030697","Helicopter"
"GEN24_1030697","Local bus service"
"GEN24_1030697","Rental campervan / motor-home"
"GEN24_1030697","Rental car"
"GEN24_1030697","Taxi / shuttle service"
"GEN24_1030697","The ferry between the North Island and the South Island"
"GEN24_1030697","Tour bus"
"GEN24_1030704","Rental car"
"GEN24_1030704","Taxi / shuttle service"
"GEN24_1030706","Rental car"
"GEN24_1030721","App-based services such as Uber, Ola, etc"
"GEN24_1030721","Car or van owned by you / family / friend(s) / company"
"GEN24_1030725","Car or van owned by you / family / friend(s) / company"
"GEN24_1030725","Taxi / shuttle service"
"GEN24_1030726","Other ferry"
"GEN24_1030726","Rental car"
"GEN24_1030726","Tour bus"
"GEN24_1030732","Car or van owned by you / family / friend(s) / company"
"GEN24_1030732","Other bus service"
"GEN24_1030732","Taxi / shuttle service"
"GEN24_1030738","App-based services such as Uber, Ola, etc"
"GEN24_1030738","Car or van owned by you / family / friend(s) / company"
"GEN24_1030738","Local bus service"
"GEN24_1030738","Rental campervan / motor-home"
"GEN24_1030755","Rental campervan / motor-home"
"GEN24_1030760","Rental car"
"GEN24_1030761","Plane (within New Zealand)"
"GEN24_1030761","Taxi / shuttle service"
"GEN24_1030761","Tour bus"
"GEN24_1030764","Bus service between towns / cities"
"GEN24_1030764","Car or van owned by you / family / friend(s) / company"
"GEN24_1030764","Local bus service"
"GEN24_1030764","Taxi / shuttle service"
"GEN24_1030765","Rental car"
"GEN24_1030776","Helicopter"
"GEN24_1030776","Rental car"
"GEN24_1030776","The ferry between the North Island and the South Island"
"GEN24_1030789","Bus service between towns / cities"
"GEN24_1030789","Car or van owned by you / family / friend(s) / company"
"GEN24_1030789","Local bus service"
"GEN24_1030789","Plane (within New Zealand)"
"GEN24_1030789","The ferry between the North Island and the South Island"
"GEN24_1030797","Car or van owned by you / family / friend(s) / company"
"GEN24_1030798","Rental car"
"GEN24_1030800","App-based services such as Uber, Ola, etc"
"GEN24_1030809","Car or van owned by you / family / friend(s) / company"
"GEN24_1030812","Car or van owned by you / family / friend(s) / company"
"GEN24_1030812","Train"
"GEN24_1030815","Other ferry"
"GEN24_1030815","Rental car"
"GEN24_1030815","Tour bus"
"GEN24_1030819","Rental car"
"GEN24_1030821","Car or van owned by you / family / friend(s) / company"
"GEN24_1030821","Local bus service"
"GEN24_1030821","Other ferry"
"GEN24_1030821","Plane (within New Zealand)"
"GEN24_1030835","Bus service between towns / cities"
"GEN24_1030835","Local bus service"
"GEN24_1030835","Plane (within New Zealand)"
"GEN24_1030840","App-based services such as Uber, Ola, etc"
"GEN24_1030840","Car or van owned by you / family / friend(s) / company"
"GEN24_1030840","Taxi / shuttle service"
"GEN24_1030851","Taxi / shuttle service"
"GEN24_1030852","Local bus service"
"GEN24_1030852","Taxi / shuttle service"
"GEN24_1030855","App-based services such as Uber, Ola, etc"
"GEN24_1030855","Limousine / car with driver included"
"GEN24_1030856","App-based services such as Uber, Ola, etc"
"GEN24_1030856","Car or van owned by you / family / friend(s) / company"
"GEN24_1030856","Local bus service"
"GEN24_1030874","Rental car"
"GEN24_1030894","App-based services such as Uber, Ola, etc"
"GEN24_1030900","Bus service between towns / cities"
"GEN24_1030900","Local bus service"
"GEN24_1030900","Taxi / shuttle service"
"GEN24_1030902","App-based services such as Uber, Ola, etc"
"GEN24_1030902","Taxi / shuttle service"
"GEN24_1030907","Rental car"
"GEN24_1030908","Rental car"
"GEN24_1030909","App-based services such as Uber, Ola, etc"
"GEN24_1030909","Car or van owned by you / family / friend(s) / company"
"GEN24_1030912","Taxi / shuttle service"
"GEN24_1030914","Bus service between towns / cities"
"GEN24_1030918","Car or van owned by you / family / friend(s) / company"
"GEN24_1030918","Local bus service"
"GEN24_1030918","Train"
"GEN24_1030927","Rental car"
"GEN24_1030927","Taxi / shuttle service"
"GEN24_1030927","Tour bus"
"GEN24_1030932","Other type of transport"
"GEN24_1030935","Other boat or ship"
"GEN24_1030935","Plane (within New Zealand)"
"GEN24_1030935","Rental car"
"GEN24_1030935","Taxi / shuttle service"
"GEN24_1030935","The ferry between the North Island and the South Island"
"GEN24_1030948","Not sure"
"GEN24_1030951","Other ferry"
"GEN24_1030953","Bus service between towns / cities"
"GEN24_1030953","Helicopter"
"GEN24_1030953","Limousine / car with driver included"
"GEN24_1030953","Other boat or ship"
"GEN24_1030953","Plane (within New Zealand)"
"GEN24_1030953","Tour bus"
"GEN24_1031001","App-based services such as Uber, Ola, etc"
"GEN24_1031001","Bus service between towns / cities"
"GEN24_1031001","Plane (within New Zealand)"
"GEN24_1031001","Taxi / shuttle service"
"GEN24_1031003","Rental car"
"GEN24_1031003","Taxi / shuttle service"
"GEN24_1031003","Tour bus"
"GEN24_1031003","Yacht"
"GEN24_1031013","Rental campervan / motor-home"
"GEN24_1031013","Rental car"
"GEN24_1031013","Taxi / shuttle service"
"GEN24_1031014","Other ferry"
"GEN24_1031014","Rental car"
"GEN24_1031014","Tour bus"
"GEN24_1031017","Car or van owned by you / family / friend(s) / company"
"GEN24_1031017","Helicopter"
"GEN24_1031017","Taxi / shuttle service"
"GEN24_1031020","App-based services such as Uber, Ola, etc"
"GEN24_1031025","Bicycle"
"GEN24_1031027","Bus service between towns / cities"
"GEN24_1031027","Car or van owned by you / family / friend(s) / company"
"GEN24_1031027","Local bus service"
"GEN24_1031027","Rental car"
"GEN24_1031027","Taxi / shuttle service"
"GEN24_1031027","Train"
"GEN24_1031036","Car or van owned by you / family / friend(s) / company"
"GEN24_1031036","Local bus service"
"GEN24_1031036","Other ferry"
"GEN24_1031036","Plane (within New Zealand)"
"GEN24_1031042","Bus service between towns / cities"
"GEN24_1031042","Local bus service"
"GEN24_1031042","Plane (within New Zealand)"
"GEN24_1031042","Taxi / shuttle service"
"GEN24_1031042","Train"
"GEN24_1031044","Bus service between towns / cities"
"GEN24_1031044","Local bus service"
"GEN24_1031044","Scenic trains"
"GEN24_1031044","Taxi / shuttle service"
"GEN24_1031045","App-based services such as Uber, Ola, etc"
"GEN24_1031045","Other boat or ship"
"GEN24_1031045","Other ferry"
"GEN24_1031045","Rental car"
"GEN24_1031050","App-based services such as Uber, Ola, etc"
"GEN24_1031050","Other boat or ship"
"GEN24_1031050","Rental car"
"GEN24_1031060","App-based services such as Uber, Ola, etc"
"GEN24_1031060","Local bus service"
"GEN24_1031068","Rental car"
"GEN24_1031070","Car or van owned by you / family / friend(s) / company"
"GEN24_1031070","Local bus service"
"GEN24_1031071","Rental car"
"GEN24_1031075","App-based services such as Uber, Ola, etc"
