"response_id","place_stayed","nights"
"GEN24_1016327","Clutha District",2
"GEN24_1016327","Hamilton City",2
"GEN24_1016327","Horowhenua District",2
"GEN24_1016327","Marlborough District",1
"GEN24_1016327","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1016327","Rotorua District",3
"GEN24_1016327","Ruapehu District",2
"GEN24_1016327","Southland District (Central and Eastern)",2
"GEN24_1016327","Southland District (Fiordland)",1
"GEN24_1016327","Tasman District",4
"GEN24_1016327","Thames-Coromandel District",1
"GEN24_1016327","Westland District",2
"GEN24_1016342","Auckland District",5
"GEN24_1016342","Hutt City",10
"GEN24_1016342","Napier City",4
"GEN24_1016342","Whangarei District",5
"GEN24_1016346","Christchurch City",2
"GEN24_1016346","Dunedin City",1
"GEN24_1016346","Mackenzie District",1
"GEN24_1016346","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1016346","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1016356","Nelson City",12
"GEN24_1016362","Auckland District",14
"GEN24_1016363","Auckland District",4
"GEN24_1016364","Auckland District",2
"GEN24_1016364","Dunedin City",58.059999999999945
"GEN24_1016364","Matamata-Piako District",16
"GEN24_1016366","Auckland District",1
"GEN24_1016366","Hamilton City",1
"GEN24_1016366","Horowhenua District",2
"GEN24_1016366","Napier City",1
"GEN24_1016366","New Plymouth District",1
"GEN24_1016369","Auckland District",3
"GEN24_1016369","Grey District",16.87000000000006
"GEN24_1016369","New Plymouth District",6
"GEN24_1016369","Tauranga City",5
"GEN24_1016379","Auckland District",2
"GEN24_1016379","Dunedin City",1
"GEN24_1016379","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016379","Wellington City",2
"GEN24_1016389","Auckland District",4
"GEN24_1016389","Christchurch City",3
"GEN24_1016389","Dunedin City",2
"GEN24_1016389","Far North District",3
"GEN24_1016389","Hutt City",2
"GEN24_1016389","Mackenzie District",1
"GEN24_1016389","Napier City",2
"GEN24_1016389","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1016389","Rotorua District",2
"GEN24_1016389","Southland District (Fiordland)",1
"GEN24_1016389","Westland District",1
"GEN24_1016392","Auckland District",3
"GEN24_1016392","Kapiti Coast District",29
"GEN24_1016392","Napier City",2
"GEN24_1016397","Hutt City",55.02000000000024
"GEN24_1016397","Rotorua District",4
"GEN24_1016397","Taupo District",4
"GEN24_1016397","Thames-Coromandel District",5
"GEN24_1016399","Auckland District",6
"GEN24_1016399","Far North District",5
"GEN24_1016399","Hurunui District",2
"GEN24_1016399","Kaikoura District",1
"GEN24_1016399","Marlborough District",1
"GEN24_1016399","Taupo District",3
"GEN24_1016399","Tauranga City",3
"GEN24_1016399","Thames-Coromandel District",7
"GEN24_1016399","Wellington City",3
"GEN24_1016399","Whanganui District",3
"GEN24_1016399","Whangarei District",2
"GEN24_1016401","Christchurch City",2
"GEN24_1016401","Dunedin City",45
"GEN24_1016401","Kapiti Coast District",5
"GEN24_1016401","Mackenzie District",8
"GEN24_1016401","Marlborough District",10
"GEN24_1016401","Napier City",3
"GEN24_1016401","South Wairarapa District",5
"GEN24_1016411","Auckland District",2
"GEN24_1016411","Buller District",1
"GEN24_1016411","Christchurch City",4
"GEN24_1016411","Dunedin City",1
"GEN24_1016411","Invercargill City",1
"GEN24_1016411","Mackenzie District",1
"GEN24_1016411","Marlborough District",1
"GEN24_1016411","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016411","Rotorua District",3
"GEN24_1016411","Southland District (Fiordland)",2
"GEN24_1016411","Stratford District",2
"GEN24_1016411","Taupo District",2
"GEN24_1016411","Westland District",1
"GEN24_1016423","Auckland District",3
"GEN24_1016428","Auckland District",6
"GEN24_1016428","Christchurch City",2
"GEN24_1016429","Auckland District",4
"GEN24_1016431","Auckland District",6
"GEN24_1016431","Dunedin City",2
"GEN24_1016431","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",4
"GEN24_1016431","Southland District (Fiordland)",5
"GEN24_1016431","Tasman District",4
"GEN24_1016433","Auckland District",7
"GEN24_1016433","Rotorua District",4
"GEN24_1016438","Christchurch City",4
"GEN24_1016438","Grey District",1
"GEN24_1016438","Hurunui District",1
"GEN24_1016438","Invercargill City",1
"GEN24_1016438","Mackenzie District",6
"GEN24_1016438","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1016438","Southland District (Fiordland)",2
"GEN24_1016438","Timaru District",1
"GEN24_1016438","Westland District",3
"GEN24_1016440","Auckland District",4
"GEN24_1016441","Auckland District",4
"GEN24_1016447","Auckland District",2
"GEN24_1016464","Auckland District",2
"GEN24_1016464","Hamilton City",3
"GEN24_1016465","Auckland District",3
"GEN24_1016469","Christchurch City",6
"GEN24_1016469","Dunedin City",4
"GEN24_1016469","Mackenzie District",1
"GEN24_1016469","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1016469","Southland District (Fiordland)",6
"GEN24_1016470","Auckland District",3
"GEN24_1016473","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1016474","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016476","Auckland District",32
"GEN24_1016478","Auckland District",15
"GEN24_1016478","Tauranga City",18
"GEN24_1016478","Thames-Coromandel District",5
"GEN24_1016479","Whangarei District",50
"GEN24_1016482","Auckland District",3
"GEN24_1016482","Christchurch City",2
"GEN24_1016482","Hauraki District",8
"GEN24_1016482","Tauranga City",3
"GEN24_1016482","Whakatane District",1
"GEN24_1016487","Other",4
"GEN24_1016489","Auckland District",4
"GEN24_1016489","Buller District",2
"GEN24_1016489","Christchurch City",4
"GEN24_1016489","Dunedin City",3
"GEN24_1016489","Hastings District",2
"GEN24_1016489","Kaikoura District",3
"GEN24_1016489","Mackenzie District",2
"GEN24_1016489","Other",6
"GEN24_1016489","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1016489","Southland District (Fiordland)",4
"GEN24_1016489","Tasman District",5
"GEN24_1016489","Taupo District",4
"GEN24_1016489","Thames-Coromandel District",3
"GEN24_1016489","Wellington City",3
"GEN24_1016489","Westland District",3
"GEN24_1016489","Whangarei District",10
"GEN24_1016496","Auckland District",1
"GEN24_1016496","New Plymouth District",24
"GEN24_1016497","Auckland District",3
"GEN24_1016497","Far North District",2
"GEN24_1016497","Gisborne District",4
"GEN24_1016497","Hauraki District",1
"GEN24_1016497","Tauranga City",2
"GEN24_1016497","Waikato District",1
"GEN24_1016497","Waitomo District",1
"GEN24_1016497","Whakatane District",4
"GEN24_1016499","Auckland District",21
"GEN24_1016499","Marlborough District",6
"GEN24_1016502","Auckland District",2
"GEN24_1016502","Christchurch City",3
"GEN24_1016509","Buller District",3
"GEN24_1016509","Christchurch City",3
"GEN24_1016509","Dunedin City",1
"GEN24_1016509","Marlborough District",1
"GEN24_1016509","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016509","Selwyn District",2
"GEN24_1016509","Southland District (Fiordland)",1
"GEN24_1016509","Tasman District",1
"GEN24_1016509","Waitaki District",1
"GEN24_1016509","Westland District",1
"GEN24_1016514","Ashburton District",1
"GEN24_1016514","Christchurch City",30
"GEN24_1016514","Hurunui District",1
"GEN24_1016514","Mackenzie District",3
"GEN24_1016514","Timaru District",1
"GEN24_1016517","Auckland District",1
"GEN24_1016517","Christchurch City",3
"GEN24_1016517","Mackenzie District",2
"GEN24_1016521","Other",1
"GEN24_1016521","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016521","Southland District (Fiordland)",1
"GEN24_1016522","Auckland District",1
"GEN24_1016522","Christchurch City",2
"GEN24_1016522","Mackenzie District",1
"GEN24_1016522","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016522","Rotorua District",1
"GEN24_1016522","Southland District (Fiordland)",1
"GEN24_1016525","Auckland District",4
"GEN24_1016525","Christchurch City",13
"GEN24_1016525","Dunedin City",1
"GEN24_1016528","Auckland District",12
"GEN24_1016534","Auckland District",1
"GEN24_1016534","Buller District",2
"GEN24_1016534","Christchurch City",2
"GEN24_1016534","Hamilton City",2
"GEN24_1016534","Hutt City",2
"GEN24_1016534","Kaikoura District",1
"GEN24_1016534","Marlborough District",1
"GEN24_1016534","Nelson City",1
"GEN24_1016534","New Plymouth District",1
"GEN24_1016534","Palmerston North City",2
"GEN24_1016534","Ruapehu District",1
"GEN24_1016534","Selwyn District",1
"GEN24_1016534","Tasman District",3
"GEN24_1016534","Taupo District",1
"GEN24_1016534","Tauranga City",5
"GEN24_1016534","Wellington City",1
"GEN24_1016534","Whanganui District",18
"GEN24_1016539","Marlborough District",15
"GEN24_1016542","Auckland District",5
"GEN24_1016542","Hamilton City",1
"GEN24_1016542","Rotorua District",3
"GEN24_1016542","Taupo District",4
"GEN24_1016542","Waikato District",3
"GEN24_1016556","Auckland District",1
"GEN24_1016556","Christchurch City",2
"GEN24_1016556","Hastings District",2
"GEN24_1016556","Kaikoura District",2
"GEN24_1016556","Marlborough District",4
"GEN24_1016556","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1016556","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1016556","Rotorua District",2
"GEN24_1016556","Wellington City",2
"GEN24_1016556","Westland District",2
"GEN24_1016557","Hastings District",62.76000000000005
"GEN24_1016558","Buller District",1
"GEN24_1016558","Far North District",3
"GEN24_1016558","Invercargill City",1
"GEN24_1016558","Marlborough District",10
"GEN24_1016558","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016558","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1016558","Rotorua District",1
"GEN24_1016558","Ruapehu District",2
"GEN24_1016558","Selwyn District",1
"GEN24_1016558","Southland District (Central and Eastern)",37.99000000000004
"GEN24_1016558","Southland District (Fiordland)",2
"GEN24_1016558","Tasman District",9
"GEN24_1016558","Taupo District",1
"GEN24_1016558","Thames-Coromandel District",10
"GEN24_1016558","Wellington City",1
"GEN24_1016558","Westland District",2
"GEN24_1016558","Whangarei District",12
"GEN24_1016559","Auckland District",3
"GEN24_1016559","Christchurch City",2
"GEN24_1016567","Ashburton District",1
"GEN24_1016567","Auckland District",13
"GEN24_1016567","Christchurch City",3
"GEN24_1016567","Hamilton City",1
"GEN24_1016567","Matamata-Piako District",2
"GEN24_1016567","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",11
"GEN24_1016567","Southland District (Fiordland)",3
"GEN24_1016567","Westland District",2
"GEN24_1016568","Auckland District",2
"GEN24_1016568","Christchurch City",70
"GEN24_1016568","Kaipara District",3
"GEN24_1016568","Thames-Coromandel District",3
"GEN24_1016568","Wellington City",6
"GEN24_1016576","Christchurch City",1
"GEN24_1016576","Marlborough District",1
"GEN24_1016576","Napier City",2
"GEN24_1016576","Nelson City",1
"GEN24_1016576","Palmerston North City",14
"GEN24_1016581","Auckland District",20
"GEN24_1016581","Thames-Coromandel District",6
"GEN24_1016581","Waikato District",3
"GEN24_1016585","Other",3
"GEN24_1016589","Taupo District",11
"GEN24_1016593","Auckland District",3
"GEN24_1016593","Far North District",4
"GEN24_1016593","Mackenzie District",1
"GEN24_1016593","Marlborough District",2
"GEN24_1016593","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1016593","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1016593","Rotorua District",3
"GEN24_1016593","Tasman District",3
"GEN24_1016593","Taupo District",2
"GEN24_1016593","Thames-Coromandel District",2
"GEN24_1016593","Wellington City",1
"GEN24_1016593","Westland District",4
"GEN24_1016596","Auckland District",5
"GEN24_1016596","Christchurch City",5
"GEN24_1016596","Dunedin City",1
"GEN24_1016596","Far North District",1
"GEN24_1016596","Kaikoura District",2
"GEN24_1016596","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016596","Rangitikei District",1
"GEN24_1016596","Rotorua District",2
"GEN24_1016596","Southland District (Fiordland)",2
"GEN24_1016596","Thames-Coromandel District",1
"GEN24_1016596","Timaru District",1
"GEN24_1016596","Waipa District",1
"GEN24_1016596","Waitaki District",1
"GEN24_1016596","Wellington City",3
"GEN24_1016596","Westland District",2
"GEN24_1016599","Wellington City",50
"GEN24_1016600","Tauranga City",7
"GEN24_1016603","Rotorua District",12
"GEN24_1016608","Christchurch City",1
"GEN24_1016608","Hutt City",1
"GEN24_1016608","Marlborough District",37
"GEN24_1016610","Rotorua District",2
"GEN24_1016610","Taupo District",3
"GEN24_1016610","Wellington City",2
"GEN24_1016615","Auckland District",4
"GEN24_1016615","Hutt City",4
"GEN24_1016615","New Plymouth District",1
"GEN24_1016615","Taupo District",4
"GEN24_1016615","Whanganui District",1
"GEN24_1016616","Manawatu District",47.59999999999999
"GEN24_1016618","Hastings District",11
"GEN24_1016618","Rangitikei District",3
"GEN24_1016626","Horowhenua District",4
"GEN24_1016626","Other",27
"GEN24_1016627","Christchurch City",2
"GEN24_1016627","Mackenzie District",1
"GEN24_1016627","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1016627","Wellington City",3
"GEN24_1016628","Christchurch City",4
"GEN24_1016629","Auckland District",3
"GEN24_1016633","Auckland District",4
"GEN24_1016645","Auckland District",38
"GEN24_1016648","Auckland District",26
"GEN24_1016649","Auckland District",4
"GEN24_1016664","Auckland District",5
"GEN24_1016664","Hamilton City",7
"GEN24_1016668","Auckland District",8
"GEN24_1016673","Auckland District",14
"GEN24_1016673","Hamilton City",1
"GEN24_1016673","Marlborough District",4
"GEN24_1016673","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",14
"GEN24_1016673","Tasman District",3
"GEN24_1016673","Taupo District",3
"GEN24_1016673","Wellington City",4
"GEN24_1016673","Western Bay of Plenty District",4
"GEN24_1016674","Auckland District",10
"GEN24_1016674","Nelson City",5
"GEN24_1016674","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",10
"GEN24_1016674","Rotorua District",3
"GEN24_1016674","South Wairarapa District",4
"GEN24_1016674","Westland District",5
"GEN24_1016678","Auckland District",1
"GEN24_1016678","Palmerston North City",11
"GEN24_1016678","Porirua City",2
"GEN24_1016678","Rotorua District",3
"GEN24_1016678","South Waikato District",1
"GEN24_1016678","Thames-Coromandel District",3
"GEN24_1016679","Auckland District",28
"GEN24_1016689","Ruapehu District",3
"GEN24_1016689","Tauranga City",16
"GEN24_1016691","Auckland District",8
"GEN24_1016693","Hamilton City",1
"GEN24_1016695","Auckland District",4
"GEN24_1016695","Christchurch City",3
"GEN24_1016695","Dunedin City",1
"GEN24_1016695","Invercargill City",2
"GEN24_1016695","Kaikoura District",2
"GEN24_1016695","Mackenzie District",2
"GEN24_1016695","Marlborough District",1
"GEN24_1016695","New Plymouth District",1
"GEN24_1016695","Other",29
"GEN24_1016695","Palmerston North City",2
"GEN24_1016695","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1016695","Rotorua District",2
"GEN24_1016695","Tasman District",3
"GEN24_1016695","Taupo District",1
"GEN24_1016695","Thames-Coromandel District",1
"GEN24_1016695","Wellington City",1
"GEN24_1016695","Whangarei District",2
"GEN24_1016697","Christchurch City",2
"GEN24_1016697","Hurunui District",2
"GEN24_1016697","Marlborough District",20
"GEN24_1016698","Auckland District",4
"GEN24_1016701","Auckland District",23
"GEN24_1016701","Far North District",8
"GEN24_1016701","Hauraki District",1
"GEN24_1016701","Kaipara District",1
"GEN24_1016701","Napier City",2
"GEN24_1016701","New Plymouth District",4
"GEN24_1016701","Rotorua District",4
"GEN24_1016701","Ruapehu District",2
"GEN24_1016701","South Wairarapa District",3
"GEN24_1016701","Taupo District",3
"GEN24_1016701","Tauranga City",3
"GEN24_1016701","Thames-Coromandel District",8
"GEN24_1016701","Waikato District",2
"GEN24_1016701","Wellington City",2
"GEN24_1016701","Whanganui District",1
"GEN24_1016701","Whangarei District",1
"GEN24_1016706","Auckland District",2
"GEN24_1016706","Far North District",2
"GEN24_1016706","Rotorua District",2
"GEN24_1016710","Auckland District",4
"GEN24_1016710","Buller District",2
"GEN24_1016710","Christchurch City",3
"GEN24_1016710","Clutha District",2
"GEN24_1016710","Grey District",1
"GEN24_1016710","Kaikoura District",2
"GEN24_1016710","Mackenzie District",2
"GEN24_1016710","Marlborough District",1
"GEN24_1016710","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016710","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3
"GEN24_1016710","Rotorua District",3
"GEN24_1016710","Selwyn District",1
"GEN24_1016710","Southland District (Fiordland)",1
"GEN24_1016710","Tasman District",5
"GEN24_1016710","Thames-Coromandel District",3
"GEN24_1016710","Wellington City",2
"GEN24_1016710","Westland District",1
"GEN24_1016712","Central Otago District",40
"GEN24_1016712","Dunedin City",5
"GEN24_1016712","Kaikoura District",5
"GEN24_1016729","Auckland District",2
"GEN24_1016729","Christchurch City",2
"GEN24_1016729","Far North District",2
"GEN24_1016729","Kaikoura District",1
"GEN24_1016729","Marlborough District",1
